custid,consecmonths,KPI_DeviceSat,KPI_NetworkQual,churn
523717,25,0.0155038455472273,0.316290503,N
128234,23,0.0105300243489764,0.592689247,N
303500,28,0.0154070355408512,0.595898673,N
649503,24,0.0165640455480304,0.600171687,N
660753,22,0.0209914059469494,0.373971178,N
389885,25,0.0198355464999288,0.42586013,Y
721657,17,0.0101308440071855,0.769295185,N
243749,31,0.00809788135560423,0.518515331,N
568580,24,0.0174050004869448,0.206129064,N
825412,15,0.00772784283928264,0.677932753,N
929604,40,0.0142522404953172,0.180675803,N
935961,30,0.0251456033391636,0.500946611,N
800600,27,0.0238701016630402,0.465253994,N
714419,24,0.0115366293622319,0.83990507,N
131555,23,0.0209003836833554,0.690990558,N
522940,16,0.0163640882100781,0.465253994,N
681922,30,0.0188217442439442,0.689617563,N
45734,33,0.0123188258039713,0.666347695,N
654390,33,0.0161335865084497,0.7251544259999999,N
700981,34,0.0257620122971638,0.586984301,Y
435161,19,0.0165358239510423,0.518515331,N
722798,18,0.0189106576742021,0.477337418,N
741194,24,0.0221323072458434,0.755697721,Y
241857,26,0.007873944250920379,0.739349272,N
691507,31,0.016134226171376997,0.494816793,N
433476,23,0.0242131396451026,0.787542904,N
622636,29,0.0144171772734035,0.72866274,N
390638,21,0.0106492786393682,0.764495202,N
219700,21,0.0229701333476053,0.493775228,N
174588,38,0.0151494535119063,0.494816793,N
168027,29,0.0144893039994971,0.678190805,N
414298,23,0.0222226678669496,0.57554101,N
374990,37,0.00984648065241575,0.518515331,N
290662,17,0.011962294014239,0.596008496,N
340562,19,0.007777467089468771,0.694879192,N
352544,25,0.0174399076812145,0.7603546409999999,N
55128,35,0.0111123923264932,0.68596116,N
212056,21,0.016855645281141,0.83990507,N
920578,22,0.0162883655955189,0.696959938,N
404623,32,0.0170599495453878,0.72642769,N
923356,16,0.0181061337802129,0.469283276,N
72906,15,0.0135390473785556,0.713182599,N
936983,25,0.0107588943363489,0.303557093,N
730978,24,0.0174546556954148,0.303557093,N
876923,41,0.0262023101435466,0.701120968,N
953250,21,0.0176055701092838,0.637437199,N
399018,28,0.00766782536976541,0.764495202,N
688576,24,0.0132192089986319,0.630777366,N
168069,24,0.0218510268241271,0.630570968,N
961977,17,0.0209073566411656,0.698716806,N
916740,31,0.0137385119729046,0.303557093,N
476175,26,0.0119731650499403,0.689617563,N
682289,18,0.0118376592517639,0.714351016,N
687457,18,0.00974576847356022,0.68596116,N
597477,34,0.00525275392588301,0.274056334,N
646617,15,0.0216493221350258,0.752001893,N
108949,18,0.0187870940460933,0.71239533,N
134686,31,0.0128835459443418,0.7603546409999999,N
418357,14,0.0178893912155659,0.504101766,N
757284,20,0.0214699888360939,0.698695136,N
392050,31,0.00559537874619269,0.8077399609999999,N
269076,19,0.0162475348430645,0.548771407,N
408855,19,0.0221238213414256,0.716983294,N
269669,32,0.0195874794690164,0.52729759,N
380061,18,0.016569798860155003,0.764495202,N
506141,45,0.0175578865840948,0.476305609,N
787240,47,0.0119830540447242,0.701120968,N
83459,25,0.0152437819554347,0.637437199,N
242367,31,0.0160618243617952,0.692426419,N
815874,27,0.0189356980955653,0.744360902,N
340426,40,0.0256484802165256,0.753356481,N
262437,20,0.021864945568897,0.449970743,N
685432,35,0.0192114675084242,0.753356481,N
340051,39,0.0218344508297633,0.642413693,N
280916,42,0.0231458602037967,0.6793432159999999,Y
846584,41,0.007249234402668341,0.637194809,N
219931,36,0.009769232985746579,0.7140736990000001,N
537728,22,0.0182948293455486,0.6762420640000001,N
917972,31,0.0185455914611186,0.4789915970000001,N
518069,35,0.0123285691880292,0.596008496,N
180169,21,0.0156645315760419,0.493775228,N
703961,21,0.0222496225950059,0.7988804740000001,N
818635,20,0.0191039016206604,0.592689247,N
762604,21,0.0225919123516885,0.7603546409999999,N
258016,31,0.0165220856836011,0.71239533,N
635750,9,0.0203693846203868,0.494816793,N
408596,19,0.0198849612845436,0.465253994,N
596271,9,0.00829799083227038,0.67244134,N
593441,30,0.00737413258487054,0.637437199,Y
42823,26,0.009209520472139241,0.666347695,N
495614,34,0.0169840263425992,0.180675803,N
819538,20,0.0150168614432728,0.55568636,N
718654,14,0.0235080830947784,0.649688725,N
47569,23,0.015589779321191,0.714351016,N
472238,29,0.0130998894881365,0.376320628,N
349391,13,0.0126466739954465,0.586984301,N
259171,37,0.0181877955202964,0.7467135090000001,N
593310,23,0.0184931923863913,0.736806298,N
799048,24,0.017643100389182997,0.6793432159999999,N
466918,25,0.0157286964308789,0.493775228,N
544275,20,0.00908858633589029,0.480935685,N
566631,29,0.0162019022004348,0.7251544259999999,N
341131,23,0.0113252994416825,0.7467135090000001,N
955161,36,0.0128835459443418,0.698695136,N
857076,30,0.0199889026056688,0.83990507,N
41543,39,0.0209883448588774,0.8077399609999999,N
838603,33,0.0203284319656585,0.303557093,N
259227,13,0.0236117801770054,0.688403005,N
665978,33,0.014507486794203,0.701120968,N
595203,36,0.0112674034326593,0.4789915970000001,N
410915,14,0.014837600486724,0.535241194,N
96875,28,0.0211777964058137,0.6762420640000001,N
242130,30,0.0166849494717521,0.5587315279999999,N
666047,19,0.0255000987705058,0.480935685,N
269315,34,0.0179646502183,0.500946611,N
581453,33,0.0272282849309274,0.504101766,N
117922,24,0.0230639912258925,0.5766812729999999,N
466402,22,0.0170041150202161,0.83990507,N
873977,28,0.0196115926301139,0.518515331,N
704060,39,0.0157088060838575,0.180675803,N
245135,26,0.0231528276758644,0.698695136,N
531756,32,0.0171147278659034,0.457870484,N
520084,28,0.0164179389554731,0.637194809,N
759369,25,0.00997440792973656,0.5766812729999999,N
606559,31,0.0224028953160701,0.7251544259999999,N
996227,29,0.0287147852947241,0.5244084920000001,N
611283,25,0.01356019879157,0.707910246,N
726413,24,0.0215348273965757,0.798810583,N
364145,28,0.0120086420076381,0.669523864,N
584008,34,0.0175409883605369,0.596008496,N
241588,27,0.0152375504277506,0.707910246,N
646784,30,0.0129957785895698,0.755697721,N
211752,27,0.0249807476493516,0.457870484,N
131413,22,0.0184038734904627,0.740149873,N
91721,13,0.0209324438457813,0.637437199,N
147116,28,0.0190062943856562,0.57554101,N
796573,32,0.0100836205880953,0.549088394,N
87326,29,0.010847333387234,0.740149873,N
454040,36,0.0219541242939348,0.7292331459999999,N
447669,19,0.0162449036632302,0.694879192,N
432847,25,0.0219592855735009,0.7140736990000001,N
963124,25,0.0176896110408953,0.548771407,N
69357,39,0.0166924809877964,0.696959938,N
109084,22,0.0162517434102015,0.637194809,N
786959,25,0.0101980705479618,0.480705402,N
689060,44,0.0098422004040021,0.55568636,N
57029,27,0.0159656008087714,0.666486778,N
32788,21,0.0189618964623928,0.67244134,N
352488,36,0.0201228709056608,0.504101766,N
31342,27,0.0177940059752888,0.600171687,N
528585,44,0.019193512879469,0.649688725,N
1116,12,0.0246747555038021,0.493775228,N
192994,23,0.0148153239981299,0.71239533,N
23545,27,0.00618104488591557,0.373971178,N
950668,31,0.009158727497561721,0.710411481,N
148972,20,0.0214065898088169,0.518515331,N
755093,22,0.0144839492116972,0.642413693,N
789550,20,0.00749862896473319,0.771366181,N
575874,32,0.013194900393672,0.630570968,N
98495,21,0.0186539770300219,0.631074633,N
843617,17,0.0212850173912279,0.7603546409999999,N
201923,11,0.0164761751284589,0.684271436,N
940978,23,0.0171684997749477,0.206129064,N
105966,27,0.0116708638109288,0.649688725,Y
794827,29,0.0198292048117768,0.600171687,N
770272,22,0.0208763932826039,0.716983294,N
558762,26,0.020019793049754,0.691894965,N
219084,30,0.0205559981287136,0.72866274,Y
890412,28,0.0142087948452912,0.6499631539999999,N
862172,19,0.0163623760423626,0.55568636,N
222709,16,0.0190208135769654,0.206129064,N
376537,23,0.0154437814897107,0.716983294,N
446163,33,0.0176228416208046,0.72642769,N
278506,32,0.0162688763201049,0.743207246,N
410873,23,0.0164682482155905,0.457870484,N
97038,21,0.0141561404587217,0.72866274,N
107684,34,0.00893924195740151,0.744360902,N
248827,32,0.0245635701090634,0.744360902,N
654243,34,0.0250710097700819,0.549088394,N
686390,15,0.0178823988048497,0.792060408,N
325125,13,0.0256041599190333,0.303557093,N
144646,31,0.0118075824867364,0.373971178,N
307124,32,0.0139747856044489,0.710411481,N
779493,28,0.0193789845998762,0.676293785,N
500551,52,0.0106289306848835,0.76433369,N
569316,18,0.0176662130103802,0.549088394,N
481638,33,0.0192663512786106,0.180675803,N
123403,20,0.0183952460372423,0.206129064,N
164588,19,0.0255465327319548,0.20744186,N
490128,30,0.00956781756129639,0.600171687,N
823928,26,0.0133970189958303,0.7467135090000001,N
357901,30,0.0105163358286072,0.303557093,N
894401,28,0.00635008931884181,0.740149873,N
746820,20,0.0167203109649538,0.83990507,N
819576,38,0.0156381045208534,0.180675803,N
982129,17,0.00972116744349517,0.467185722,N
162683,30,0.0188065119659472,0.7292331459999999,N
580552,20,0.013727447974003,0.6257288289999999,N
175214,29,0.0216986003057657,0.769295185,N
830095,24,0.0213560518026043,0.494816793,N
914041,31,0.0189650746727643,0.280732339,N
123988,29,0.00911062197815772,0.662148594,N
671193,28,0.0250253228569129,0.6793432159999999,N
47860,7,0.0206820169858957,0.7251544259999999,N
911767,29,0.0200862176562858,0.206129064,N
330153,27,0.0081067648170722,0.68596116,N
243707,24,0.0193373755611623,0.739349272,N
423828,39,0.0212494665747368,0.57554101,N
992483,26,0.0193734086275872,0.694879192,N
517654,25,0.020023935226593,0.57554101,N
554874,26,0.0179926728845373,0.743207246,N
862153,19,0.0184854123643066,0.630777366,N
206225,29,0.0066663408547822395,0.526147204,N
519012,29,0.0126508643281976,0.694879192,N
654821,26,0.0178363523723178,0.504723331,N
674242,24,0.0222131070073417,0.6453962520000001,N
28803,21,0.0181662993956851,0.68596116,N
317633,34,0.0129622005170909,0.71239533,N
960943,13,0.016773841655553002,0.504723331,N
214043,37,0.0160155797017933,0.596008496,N
813846,18,0.00459125900154465,0.72642769,N
919811,32,0.0210027612740193,0.588356,N
219026,37,0.0201661278824291,0.206129064,N
790015,39,0.0120917151008597,0.5766812729999999,N
671831,30,0.00935999240404917,0.480935685,N
915341,27,0.0199948220490033,0.752654679,N
360483,42,0.0264754226950263,0.688403005,Y
418932,22,0.00887225993458334,0.477337418,N
773852,27,0.0254492786393682,0.769295185,N
437478,22,0.0121496089205844,0.7603546409999999,N
451767,24,0.0220774395488514,0.5766812729999999,N
708334,24,0.0183823417513834,0.578274481,N
613624,48,0.0129554346450732,0.480935685,N
951690,28,0.0287147852947241,0.696959938,N
736421,9,0.009475921124700571,0.588356,N
202695,37,0.00950854249812082,0.493775228,N
879113,37,0.0119332565998191,0.755697721,N
915474,19,0.0065176075620974215,0.684271436,N
279702,26,0.0104632373358955,0.494816793,N
764767,24,0.00793999414754051,0.649688725,N
51178,41,0.0134380308010368,0.7603546409999999,N
545725,38,0.0108242495255874,0.465253994,N
240826,26,0.0209916703083228,0.649688725,N
657132,8,0.011639454589568998,0.716983294,N
364969,21,0.0191763721345958,0.932924753,N
517997,40,0.0239011694510775,0.6762420640000001,N
271774,15,0.0209713125849197,0.274056334,N
701869,42,0.0104909595139601,0.5766812729999999,N
8887,43,0.00629053058594411,0.494816793,N
72326,32,0.00621667184265225,0.052555223,N
933525,29,0.0196855929546057,0.480935685,N
664921,36,0.0173726165750919,0.710411481,N
825198,27,0.013386822790193,0.57554101,N
230420,30,0.0221138921892429,0.691894965,N
495315,18,0.007883523853717241,0.694879192,N
87458,21,0.0222214991502468,0.6793432159999999,N
668053,7,0.0177986498957371,0.55568636,N
566900,22,0.013538256443466998,0.480705402,N
347465,43,0.018187437381624,0.692288578,N
178837,34,0.0200396928628907,0.691894965,N
197976,39,0.018306275838806,0.5766812729999999,N
110454,40,0.0189379252438765,0.446264904,N
75554,21,0.0221471652633348,0.465253994,N
383712,44,0.0192131396451026,0.6762420640000001,N
474935,31,0.0142464562699897,0.674769965,N
779590,34,0.0106267612480864,0.504723331,N
491622,20,0.0246633394742063,0.714351016,N
88381,17,0.0227198667644019,0.480705402,N
16216,26,0.0200897391738826,0.465253994,Y
200635,42,0.026001712823337998,0.6762420640000001,Y
45606,28,0.0176469809997611,0.856387665,N
718659,17,0.0157277658577677,0.701120968,N
344417,21,0.0244318669201226,0.698716806,N
677026,27,0.0255934980635823,0.504101766,N
935712,20,0.0249130157667663,0.699822899,N
263178,26,0.0171338250201832,0.505495235,N
404978,20,0.0202269626754763,0.630570968,N
270052,28,0.0242131396451026,0.762236806,N
99670,37,0.00986783857974199,0.642413693,N
15012,31,0.0200622267938441,0.465253994,N
931012,11,0.0326911460651618,0.688403005,N
505680,25,0.0149712450639034,0.7603546409999999,N
249202,40,0.0105256920210237,0.752001893,N
913199,32,0.0126441748603588,0.465253994,N
286124,36,0.0102676863636447,0.480705402,N
353372,34,0.0208865619124498,0.689617563,N
725694,7,0.0103103420508565,0.494816793,N
120653,45,0.0154197492510458,0.24748987100000006,N
656029,26,0.0316232849390017,0.494816793,Y
47339,25,0.0149110523407899,0.480935685,N
845756,7,0.00814908842571236,0.578274481,N
953549,36,0.0172626145773115,0.82300172,N
968746,26,0.0192257197896338,0.752654679,N
921524,22,0.0174454517906378,0.57554101,N
842918,21,0.0128397131292619,0.73313783,N
554292,28,0.0125563682463074,0.753356481,N
487049,21,0.0224813341932241,0.439681931,N
