custid,dropperc,mins,KPI_DeviceSat,consecmonths,long,income,KPI_NetworkQual,dataperc,age,bill,datause,calls,education,servcalls,dataplan,kids,churn_Y
698042,0.0157819225251076,697,0.00715434564871308,32,43,61.1,0.526147204,0.1552734375,45,68.2,318,43,12,0,2048,2,0
99579,0.0238095238095238,504,0.018215539924269,38,26,77.8,0.5847465070000001,0.195963541666667,34,149.49,1204,72,10,0,6144,1,1
702464,0.0223048327137546,538,0.0119101339502722,32,30,86.4,0.713182599,0.62841796875,40,151.25,1287,53,9,0,2048,3,0
873682,0.0319148936170213,282,0.0174191353836802,20,14,90.5,0.67244134,0.5087890625,39,152.39,1042,48,12,0,2048,1,0
379826,0.0159651669085631,689,0.0192228709056608,29,37,90.5,0.596008496,0.74072265625,46,111.27,1517,65,8,0,2048,2,0
735337,0.0321361058601134,529,0.0200522695398893,44,26,69.7,0.419794699,0.5859375,45,85.41,1200,73,9,0,2048,1,0
931548,0.0142566191446029,491,0.0276391556633162,32,25,36.3,0.6762420640000001,0.07177734375,32,138.55,441,53,9,0,6144,0,0
54918,0.0174757281553398,515,0.0177541009103878,17,48,61.5,0.563376754,0.170735677083333,48,122.33,1049,60,7,0,6144,2,0
655089,0.0118811881188119,505,0.0198153416156108,28,28,72.6,0.72866274,0.486328125,37,96.65,996,49,11,0,2048,0,0
450972,0.011686143572621,599,0.00932025585008732,24,37,80.8,0.180675803,0.302001953125,36,123.98,1237,79,8,0,4096,5,0
433315,0.0128440366972477,545,0.0130731352372554,22,28,96.0,0.493775228,0.50048828125,41,83.16,1025,67,11,0,2048,3,0
854319,0.0183066361556064,437,0.0216369744735049,21,23,78.8,0.6453962520000001,0.24169921875,38,84.59,990,90,11,0,4096,0,0
444703,0.036036036036036015,333,0.0209916703083228,22,21,73.2,0.83990507,0.32958984375,47,132.15,2025,47,9,0,6144,1,0
256550,0.0136752136752137,585,0.0216645009697815,39,30,77.4,0.590359394,0.4267578125,36,160.59,874,105,9,0,2048,2,0
200606,0.0263157894736842,342,0.0154654153070133,31,22,64.0,0.518515331,0.040283203125,56,129.74,165,77,13,0,4096,2,0
792794,0.0323624595469256,309,0.0232721303863431,42,15,94.2,0.504723331,0.0953776041666667,54,106.57,586,64,11,0,6144,2,1
134503,0.0172661870503597,695,0.0072391728399379,18,35,47.5,0.7603546409999999,0.458984375,38,105.92,940,68,9,0,2048,1,0
490233,0.014827018121911,607,0.0246958191413872,27,31,98.2,0.206129064,0.56494140625,44,53.65,1157,91,8,0,2048,1,0
444448,0.0125448028673835,558,0.0257763169127366,31,31,65.4,0.570390095,0.791015625,45,107.32,1620,81,12,0,2048,1,0
774125,0.0196463654223969,509,0.0132523640050618,35,27,12.4,0.373971178,0.26611328125,36,118.86,545,99,8,0,2048,1,0
272365,0.0217391304347826,414,0.0168044456533144,33,22,80.4,0.739349272,0.0224609375,32,118.49,138,77,7,0,6144,1,0
444826,0.0276595744680851,470,0.0212706460871373,34,27,87.6,0.494816793,0.110026041666667,48,46.52,676,63,9,0,6144,0,1
115329,0.0151260504201681,595,0.0214772109861313,30,37,73.3,0.480705402,0.0257161458333333,28,147.61,158,67,11,0,6144,1,0
148486,0.0221130221130221,407,0.0223114578270746,35,21,56.9,0.82300172,0.0509440104166667,22,138.14,313,67,6,0,6144,0,0
675026,0.0275,400,0.0171013604358651,27,21,47.0,0.771366181,0.2919921875,47,133.74,598,75,12,0,2048,1,0
277582,0.0243445692883895,534,0.0132744386875459,44,27,56.1,0.7603546409999999,0.326904296875,40,113.44,1339,70,10,0,4096,0,0
120514,0.0113636363636364,528,0.0257312878642035,22,27,59.5,0.83990507,0.129231770833333,48,82.32,794,22,10,0,6144,2,0
170275,0.019559902200489,409,0.0127886674944387,19,29,90.6,0.549088394,0.55615234375,36,117.71,1139,110,11,0,2048,0,0
187187,0.0391061452513966,358,0.014617283448146,30,18,93.0,0.6952925190000001,0.21826171875,44,108.77,894,60,10,0,4096,1,1
837617,0.0222222222222222,450,0.0104932132125778,35,27,47.1,0.595898673,0.0,45,84.16,0,75,9,0,6144,4,0
3651,0.0189393939393939,528,0.0152146751178284,25,27,53.2,0.373971178,0.5673828125,38,123.14,1162,73,11,0,2048,0,0
788090,0.013986013986014,429,0.0051289071037109715,11,23,77.9,0.465253994,0.125244140625,40,129.66,513,48,10,0,4096,0,0
960071,0.0206422018348624,436,0.0112057710218504,20,26,74.6,0.5766812729999999,0.248209635416667,51,171.15,1525,49,9,0,6144,3,0
175256,0.0155555555555556,450,0.0266391357889785,17,26,61.3,0.8077399609999999,0.166259765625,55,53.26,681,21,10,0,4096,1,0
431954,0.0256410256410256,429,0.0109556714683646,34,21,87.9,0.6952925190000001,0.321044921875,46,131.65,1315,79,11,0,4096,0,0
931354,0.00896860986547085,446,0.00899861673854725,22,25,57.0,0.504723331,0.232259114583333,49,51.42,1427,86,12,0,6144,1,0
225731,0.0273972602739726,438,0.0215072462962018,19,22,65.3,0.206129064,0.3818359375,41,123.62,1564,40,9,0,4096,0,0
529805,0.0166666666666667,660,0.0177307051701464,30,42,94.4,0.467185722,0.185791015625,28,52.37,761,37,9,0,4096,3,0
389543,0.0130505709624796,613,0.0126940727545609,23,34,69.7,0.180675803,0.5732421875,31,118.8,1174,128,10,0,2048,1,0
681631,0.0223325062034739,403,0.0143131396451026,26,20,64.5,0.753356481,0.08251953125,50,115.05,338,59,13,0,4096,1,0
38282,0.0167714884696017,477,0.0249315909609829,35,24,50.8,0.531512605,0.09765625,44,119.68,400,62,9,0,4096,0,0
755553,0.0185810810810811,592,0.0145712177882126,42,31,95.7,0.688403005,0.203125,36,92.34,416,60,12,0,2048,1,0
217272,0.0202205882352941,544,0.00618422756189086,36,28,75.0,0.740149873,0.11572265625,58,100.17,237,113,10,0,2048,0,0
883925,0.0290556900726392,413,0.0135030241005358,24,23,93.4,0.303557093,0.90380859375,39,147.18,1851,61,6,0,2048,2,0
686299,0.018348623853211003,436,0.0262715693590163,11,22,64.0,0.676293785,0.209716796875,43,138.43,859,88,9,0,4096,1,0
239143,0.0157068062827225,573,0.0198906224209987,40,29,65.6,0.649688725,0.3173828125,46,117.27,1300,36,9,0,4096,2,0
845228,0.015695067264574,446,0.0169681531783012,41,25,42.1,0.666347695,0.5966796875,42,74.87,1222,76,11,0,2048,1,0
38606,0.0210325047801147,523,0.0161968976019669,35,30,94.2,0.6453962520000001,0.069580078125,48,169.38,285,66,9,0,4096,1,0
251767,0.0138888888888889,504,0.0150525611137289,35,26,58.2,0.72866274,0.56591796875,40,96.28,1159,85,8,0,2048,1,0
402421,0.0416666666666667,264,0.0260222854541485,31,30,86.1,0.771366181,0.2578125,27,123.41,528,69,8,0,2048,2,1
366585,0.0195227765726681,461,0.0112940965325397,10,25,74.1,0.206129064,0.375,50,100.59,768,89,5,0,2048,2,0
750705,0.025462962962963,432,0.0127955337114912,30,22,77.7,0.7022373940000001,0.270263671875,58,138.32,1107,118,10,0,4096,1,0
205278,0.0199115044247788,452,0.0219791319383609,23,23,59.9,0.7140736990000001,0.54248046875,40,104.88,1111,48,9,0,2048,2,0
980934,0.0180327868852459,610,0.00635021153401722,24,32,70.4,0.82300172,0.156005859375,50,111.0,639,86,5,0,4096,2,0
350004,0.0188034188034188,585,0.0211221699700944,28,29,89.2,0.494816793,0.47802734375,54,143.23,979,42,12,0,2048,0,0
752743,0.0143626570915619,557,0.0197460252346039,23,33,52.9,0.457870484,0.0418294270833333,35,123.26,257,57,14,0,6144,1,0
35331,0.0138888888888889,504,0.0190168922989248,21,31,71.0,0.699822899,0.17236328125,49,126.73,1059,65,7,0,6144,1,0
847461,0.0254237288135593,472,0.0163873805873374,14,26,61.0,0.68596116,0.47021484375,40,98.31,963,85,10,0,2048,1,0
312852,0.0404984423676012,321,0.0256444088386974,18,18,89.8,0.696959938,0.02685546875,28,138.24,110,88,9,0,4096,0,0
115036,0.0223048327137546,538,0.00774946541519262,37,46,74.6,0.469283276,0.261962890625,56,181.59,1073,86,11,0,4096,0,0
324186,0.0122448979591837,490,0.00974354132524907,24,24,52.6,0.563376754,0.09033203125,30,102.84,370,91,12,0,4096,2,0
508568,0.026431718061674,454,0.0188979550702521,37,24,71.5,0.7603546409999999,0.4443359375,45,95.81,910,101,9,0,2048,1,0
561259,0.0190839694656489,524,0.0072529625650111906,35,43,81.3,0.7603546409999999,0.0,42,123.61,0,78,11,0,4096,2,0
507662,0.0241635687732342,538,0.0168241371211963,18,27,81.2,0.8077399609999999,0.09521484375,28,61.94,585,63,10,0,6144,1,0
367914,0.0206896551724138,435,0.0163216841759724,14,23,46.0,0.206129064,0.234130859375,46,103.94,959,85,7,0,4096,2,0
882062,0.016366612111293,611,0.0207137254833204,22,46,43.5,0.476305609,0.034912109375,54,115.04,143,29,10,0,4096,2,0
361748,0.0119047619047619,588,0.0182227375877674,41,36,67.4,0.52729759,0.0,56,73.62,0,90,11,0,4096,2,0
791383,0.0230769230769231,520,0.0300647416660119,27,28,90.8,0.494816793,0.2099609375,35,94.39,860,62,11,0,4096,1,1
359442,0.0298507462686567,402,0.0208877966798405,25,23,84.4,0.72642769,0.0,56,122.14,0,58,7,0,4096,1,1
117110,0.0175879396984925,398,0.0266266852243628,19,20,70.3,0.736806298,0.55322265625,37,163.86,1133,84,9,0,2048,1,0
581468,0.0146252285191956,547,0.0218853032923,43,29,83.9,0.83990507,0.04345703125,38,101.09,178,59,10,0,4096,1,0
519609,0.0146443514644351,478,0.00672370935228209,16,41,35.8,0.699822899,0.1904296875,40,93.32,390,43,9,0,2048,1,0
399473,0.0148809523809524,672,0.0147652665156681,21,34,51.7,0.7603546409999999,0.29541015625,39,143.19,1210,98,7,0,4096,1,0
456826,0.020703933747412,483,0.017064765753221,31,26,69.1,0.649688725,0.143798828125,39,145.19,589,96,7,0,4096,0,0
899093,0.0188034188034188,585,0.0209628357788087,31,37,56.5,0.280732339,0.119791666666667,45,85.87,736,85,9,0,6144,0,0
433140,0.028169014084507005,355,0.0171781316669764,28,18,32.6,0.771366181,0.37890625,46,71.17,776,68,7,0,2048,0,0
981797,0.0072202166064982,554,0.0233235173910347,19,30,47.5,0.586984301,0.74072265625,48,131.06,1517,78,9,0,2048,2,0
835501,0.0153846153846154,585,0.0117610219076033,24,30,82.3,0.856387665,0.118326822916667,38,111.07,727,52,8,0,6144,0,0
602693,0.0162454873646209,554,0.0184892029276896,20,30,97.4,0.549088394,0.333251953125,26,126.84,1365,34,12,0,4096,4,0
161441,0.0165745856353591,543,0.0268079135489895,31,27,61.3,0.710411481,0.01708984375,53,133.9,105,47,10,0,6144,2,0
471419,0.0211946050096339,519,0.0192346884307906,28,41,77.4,0.180675803,0.11767578125,44,170.42,723,52,7,0,6144,1,0
929943,0.0134099616858238,522,0.0225833776150401,31,29,65.0,0.373971178,0.188639322916667,38,72.17,1159,38,5,0,6144,3,0
901118,0.0153550863723608,521,0.0125017683454864,33,26,62.2,0.622294372,0.40869140625,39,111.9,837,68,10,0,2048,0,0
764298,0.0349794238683128,486,0.0169619416267661,20,30,70.3,0.637194809,0.6162109375,30,162.83,1262,60,12,0,2048,0,0
511811,0.0321543408360129,311,0.0223059550977285,20,19,53.9,0.535241194,0.0909830729166667,45,131.74,559,56,9,0,6144,1,0
724567,0.0231362467866324,389,0.00812181761394875,38,32,19.9,0.477337418,0.178466796875,26,120.27,731,102,9,0,4096,0,0
799449,0.0174672489082969,458,0.0184775287499643,20,25,120.8,0.126119755,0.165364583333333,39,69.99,1016,87,8,0,6144,0,0
584669,0.0191204588910134,523,0.0253769911138345,16,27,77.0,0.57554101,0.38134765625,22,114.74,781,60,9,0,2048,0,0
360776,0.009508716323296359,631,0.0193968195500005,23,33,85.4,0.590359394,0.0,34,126.11,0,90,8,0,4096,2,0
178666,0.0196078431372549,459,0.0170342051083131,29,23,52.0,0.280732339,0.28857421875,47,126.55,591,73,12,0,2048,0,0
511446,0.0157303370786517,445,0.0166980445360564,25,23,61.3,0.477337418,0.1328125,38,143.07,544,61,11,0,4096,2,0
515896,0.0177619893428064,563,0.0258144314655229,38,32,67.4,0.548771407,0.0934244791666667,43,122.66,574,76,9,0,6144,2,0
264697,0.0189035916824197,529,0.016348924810167,37,26,98.9,0.595898673,0.6708984375,29,115.29,1374,63,12,0,2048,1,0
546494,0.0149625935162095,401,0.0166425100761798,29,29,82.4,0.7140736990000001,0.3681640625,39,119.67,1508,53,10,0,4096,0,0
390435,0.0195694716242661,511,0.0260473323580885,28,26,85.8,0.755697721,0.16162109375,37,82.17,993,64,13,0,6144,2,0
318302,0.0230414746543779,434,0.0177436403592693,28,44,67.0,0.6952925190000001,0.0348307291666667,39,145.28,214,72,12,0,6144,1,0
479708,0.0197530864197531,405,0.0193614887222597,23,21,82.2,0.677932753,0.31396484375,37,97.03,643,77,8,0,2048,2,0
664327,0.0284463894967177,457,0.0103819636366928,14,24,27.9,0.7632305429999999,0.236083984375,51,43.74,967,83,8,0,4096,1,0
931368,0.0281995661605206,461,0.0229701016630402,20,24,76.2,0.578274481,0.37255859375,40,139.84,763,87,9,0,2048,1,0
682173,0.0199637023593466,551,0.0217763208890174,20,28,71.8,0.052555223,0.7958984375,18,130.06,1630,55,11,0,2048,0,0
158093,0.013136288998358,609,0.0183142043917217,30,31,84.7,0.280732339,0.7177734375,46,37.19,1470,78,12,0,2048,0,0
456640,0.0218978102189781,411,0.0114048571290026,26,21,51.1,0.5766812729999999,0.114583333333333,49,132.66,704,52,12,0,6144,0,0
947814,0.0364077669902913,412,0.00833113764900685,20,25,60.3,0.7292331459999999,0.2919921875,48,160.34,598,77,7,0,2048,2,0
154975,0.0250569476082005,439,0.0162092169992799,34,36,64.6,0.480935685,0.47119140625,30,110.22,965,117,9,0,2048,1,0
358631,0.0125,640,0.015950006456591004,15,32,58.9,0.180675803,0.230224609375,27,66.63,943,84,11,0,4096,0,0
875885,0.0198511166253102,403,0.0209713125849197,9,22,38.9,0.180675803,0.00520833333333333,53,129.1,32,29,12,0,6144,1,0
552977,0.01620029455081,679,0.0207552950564975,31,39,69.1,0.666347695,0.0574544270833333,55,134.1,353,73,7,0,6144,1,0
326748,0.0415512465373961,361,0.0223264180115538,28,19,87.1,0.477337418,0.088623046875,24,81.34,363,77,8,0,4096,1,1
77488,0.0161550888529887,619,0.0088682153150419,38,32,90.4,0.856387665,0.1015625,59,91.77,416,81,5,0,4096,1,0
208037,0.0182232346241458,439,0.00928148124828315,22,22,71.6,0.548771407,0.146240234375,36,101.64,599,55,11,0,4096,0,0
814420,0.0274599542334096,437,0.0143968195500004,27,24,40.3,0.696959938,0.13525390625,38,65.35,554,78,9,0,4096,2,0
212486,0.0194931773879142,513,0.0229812616027869,14,32,62.1,0.691894965,0.0,36,97.45,0,65,7,0,2048,0,0
922628,0.014827018121911,607,0.0113004516180784,17,32,65.1,0.7251544259999999,0.3515625,55,164.47,720,90,9,0,2048,2,0
586472,0.019438444924406,463,0.0222107392165747,35,27,53.7,0.637194809,0.137044270833333,51,106.03,842,125,7,0,6144,1,0
473475,0.0332225913621262,301,0.0153188358546684,25,16,67.6,0.649688725,0.30777994791666696,38,119.45,1891,76,9,0,6144,1,0
324314,0.018000000000000002,500,0.0136121885901642,27,26,66.0,0.465253994,0.11181640625,58,123.52,229,75,8,0,2048,0,0
840797,0.026378896882494,417,0.00953188687506913,37,21,61.7,0.736806298,0.0,41,117.77,0,61,9,0,6144,4,0
560152,0.0155210643015521,451,0.0207642392663731,19,24,110.8,0.480935685,0.246337890625,23,112.59,1009,88,8,0,4096,1,0
949534,0.0188034188034188,585,0.0214474315867137,35,31,55.2,0.6793432159999999,0.192220052083333,27,128.46,1181,95,7,0,6144,2,0
651029,0.02734375,512,0.018170744359957,29,29,71.8,0.590359394,0.0654296875,35,94.15,268,65,10,0,4096,1,1
137903,0.009273570324574959,647,0.019180577064339,22,33,78.0,0.206129064,0.222900390625,42,141.71,913,100,6,0,4096,1,0
170165,0.0280373831775701,428,0.0195393017825253,32,24,66.5,0.180675803,0.30615234375,40,79.77,627,40,9,0,2048,0,0
311673,0.0196078431372549,510,0.0198701016630402,23,38,61.9,0.68596116,0.13525390625,51,76.66,277,59,12,0,2048,2,0
661201,0.00509337860780985,589,0.0259022002073661,28,33,71.8,0.787542904,0.17822265625,41,113.52,730,58,7,0,4096,1,0
205145,0.0213464696223317,609,0.0159641848627448,26,32,100.6,0.764495202,0.0,42,160.01,0,79,10,0,6144,1,1
974346,0.0287081339712919,418,0.0130642446538675,28,21,85.5,0.480935685,0.35107421875,35,150.16,1438,66,9,0,4096,0,0
216121,0.0121527777777778,576,0.0169128591411497,20,31,74.3,0.688403005,0.14208984375,57,132.69,873,59,10,0,6144,2,0
630076,0.0214424951267057,513,0.0156487298507446,34,29,114.8,0.7292331459999999,0.154541015625,49,99.89,633,47,7,0,4096,2,0
151932,0.0316622691292876,379,0.0229054143365704,23,19,41.7,0.494816793,0.43505859375,50,150.32,891,30,11,0,2048,1,0
303176,0.0285087719298246,456,0.0207305074520255,36,24,70.7,0.753356481,0.0462239583333333,33,95.0,284,56,13,0,6144,2,1
887524,0.0132547864506627,679,0.0159262943975644,24,45,85.0,0.280732339,0.33154296875,44,94.79,679,87,11,0,2048,1,0
794130,0.0156918687589158,701,0.015931965490377,23,37,75.0,0.713182599,0.0965169270833333,23,96.66,593,83,7,0,6144,1,0
945727,0.032520325203252,369,0.010587138958746,24,19,62.8,0.753356481,0.9365234375,57,118.9,1918,100,8,0,2048,2,0
656323,0.0164744645799012,607,0.0121347048269,21,31,66.0,0.494816793,0.0706380208333333,44,105.17,434,34,9,0,6144,0,0
41051,0.01417004048583,494,0.0249943215968403,29,26,62.5,0.494816793,0.464111328125,56,121.79,1901,56,9,0,4096,2,0
142181,0.0199667221297837,601,0.0116383489141724,28,38,57.3,0.67244134,0.24169921875,36,118.06,990,70,8,0,4096,2,0
890763,0.0155367231638418,708,0.0136251744702199,23,40,85.7,0.692426419,0.02197265625,41,93.61,45,60,8,0,2048,0,0
808458,0.0143112701252236,559,0.0152861398940312,31,28,91.5,0.67244134,0.486328125,37,107.64,996,65,11,0,2048,1,0
968705,0.0225806451612903,620,0.0155844617805561,24,43,66.3,0.570390095,0.0330403645833333,32,143.1,203,107,10,0,6144,0,0
723232,0.0185185185185185,540,0.0178188643931782,30,28,55.9,0.180675803,0.1552734375,45,92.55,954,44,9,0,6144,3,0
616673,0.0165441176470588,544,0.0224626936865868,24,35,31.2,0.771366181,0.0693359375,49,93.42,426,75,8,0,6144,0,0
13083,0.0240700218818381,457,0.0132226678669496,18,28,88.1,0.7603546409999999,0.0,40,108.36,0,60,12,0,6144,1,0
434742,0.0244399185336049,491,0.0184900748592653,39,39,56.8,0.504723331,0.09619140625,42,99.72,197,67,8,0,2048,2,0
672745,0.0188034188034188,585,0.0177987188999519,36,32,83.5,0.787542904,0.7763671875,41,148.79,1590,34,11,0,2048,1,0
180048,0.0134907251264755,593,0.00730613378021289,31,36,58.0,0.494816793,0.2802734375,56,119.17,1148,59,12,0,4096,1,0
345204,0.0153061224489796,588,0.0167708305122347,18,37,83.6,0.57554101,0.4755859375,47,133.76,974,92,10,0,2048,0,0
967781,0.0250481695568401,519,0.0115017756034994,8,27,70.7,0.480935685,0.1025390625,41,155.23,420,106,13,0,4096,1,0
195804,0.0160427807486631,374,0.00702748383668035,25,20,40.7,0.740975301,0.130696614583333,53,61.1,803,79,8,0,6144,3,0
787418,0.0189075630252101,476,0.0201415996959643,23,28,94.2,0.696959938,0.3408203125,33,147.49,698,80,10,0,2048,0,0
841507,0.0200445434298441,449,0.0214721452903336,28,24,75.7,0.206129064,0.7216796875,60,155.74,1478,66,11,0,2048,1,0
160030,0.0240740740740741,540,0.0230911396572898,30,30,53.9,0.206129064,0.43017578125,24,136.22,881,44,6,0,2048,0,0
274975,0.0207006369426752,628,0.0110093211962345,28,32,83.6,0.504723331,0.141357421875,36,114.51,579,76,12,0,4096,1,0
443079,0.0231362467866324,389,0.0220521582300738,42,21,62.0,0.592689247,0.2529296875,40,49.06,1036,83,9,0,4096,2,0
990478,0.0169491525423729,472,0.0208436403592693,21,29,75.1,0.504723331,0.241536458333333,63,112.87,1484,98,10,0,6144,0,0
631844,0.0156521739130435,575,0.0210603480297907,30,33,55.9,0.649688725,0.42138671875,39,114.03,1726,92,14,0,4096,0,0
442625,0.0240963855421687,415,0.01605816288879,35,21,53.5,0.505495235,0.1865234375,48,112.45,1146,92,10,0,6144,0,0
668487,0.0203327171903882,541,0.0154465109367143,29,27,57.7,0.677932753,0.1181640625,44,67.73,726,70,10,0,6144,1,0
546798,0.0159680638722555,501,0.030265639100081006,38,33,90.0,0.82300172,0.15869140625,51,70.37,325,68,12,0,2048,2,0
301843,0.0242290748898678,454,0.0177810906522197,19,26,54.4,0.744360902,0.0556640625,37,73.37,342,59,11,0,6144,1,0
887693,0.0139165009940358,503,0.0225138518239581,28,25,85.2,0.578274481,0.142903645833333,37,100.69,878,48,12,0,6144,1,0
584597,0.0174216027874564,574,0.0204791744521512,6,31,58.0,0.493775228,0.08740234375,59,147.15,358,55,11,0,4096,2,0
686480,0.0153846153846154,520,0.0212367186186605,31,28,39.4,0.206129064,0.101318359375,44,98.32,415,62,11,0,4096,1,0
961050,0.0201612903225806,496,0.0236394781919386,38,27,54.6,0.736806298,0.5068359375,54,96.1,1038,59,11,0,2048,3,0
105404,0.0173745173745174,518,0.0229840500503507,30,31,73.9,0.7467135090000001,0.50439453125,37,77.32,1033,42,6,0,2048,0,0
484464,0.0201342281879195,447,0.0205855929546057,28,23,63.2,0.6581196579999999,0.185546875,52,112.65,760,95,12,0,4096,1,0
578969,0.0164319248826291,426,0.0176665158165647,27,22,80.6,0.798810583,0.0485026041666667,66,100.18,298,59,8,0,6144,0,0
401246,0.0077922077922077905,385,0.0212214164927738,23,22,62.4,0.518515331,0.155029296875,58,121.8,635,56,10,0,4096,1,0
894866,0.0183333333333333,600,0.0222326619699924,22,36,73.6,0.701120968,0.033203125,36,36.82,136,51,9,0,4096,1,0
325548,0.0124555160142349,562,0.0254932872733867,29,38,56.2,0.701120968,0.203776041666667,52,116.79,1252,79,14,0,6144,0,0
431868,0.0205371248025276,633,0.008203199792164,28,39,50.2,0.592689247,0.71240234375,47,140.99,1459,79,9,0,2048,3,0
862028,0.0132013201320132,606,0.0213335034111547,31,32,86.5,0.762236806,0.239908854166667,45,118.05,1474,51,10,0,6144,0,0
466010,0.0354838709677419,310,0.0164287914778147,34,16,55.5,0.206129064,0.30615234375,31,108.48,1254,89,10,0,4096,1,0
692512,0.0318906605922551,439,0.0187420724412909,18,22,63.2,0.699822899,0.080322265625,44,90.23,329,41,9,0,4096,2,0
